createDate,taskName,mode,weaponName,map,version,accTotal,accB0,accB1,accB2,accB3,accB4,accB5,accB6,accB7,rtTotal,rtB0,rtB1,rtB2,rtB3,rtB4,rtB5,rtB6,rtB7,targetsTotal,shotsTotal,killsPerSec,killTotal
04/26/2021 01:20:43,microshot,11,9mm,0,-gitBranch.285,81.36646,79.0,90.0,76.0,77.0,100.0,89.0,70.0,75.0,455.26616488158254,376.20088195800781,349.22644519805908,487.97165814568012,455.48513793945307,487.81595187717011,457.50771017635566,549.76531546456476,483.70201301574707,132,161,2.18675375,131
03/23/2021 03:32:43,microshot,10,9mm,0,-gitBranch.285,88.88889,95.0,96.0,96.0,88.0,85.0,91.0,77.0,87.0,356.52717043104639,299.093814055125,323.45063643022013,314.10284631902522,289.74032939564097,413.91317967006137,385.85002572195867,445.84859747635693,406.36036427815753,168,189,2.804509,168
03/23/2021 03:31:33,microshot,10,9mm,0,-gitBranch.285,86.7021255,87.0,86.0,92.0,84.0,75.0,79.0,96.0,95.0,362.92402806137545,346.35247497558595,341.99315610139269,314.95955113002231,336.84074609929866,393.62413315545956,428.82790565490723,355.63254699707028,401.13278753107238,166,188,2.72091484,163
03/23/2021 03:30:23,microshot,10,9mm,0,-gitBranch.285,86.81319,87.0,83.0,83.0,87.0,90.0,86.0,95.0,83.0,377.72789059409604,358.76233042841363,365.76951759739921,358.85297317504882,374.21408723530016,407.14773178100586,411.10961432205994,365.82802651145244,390.95310974121088,158,182,2.63753319,158
03/23/2021 03:29:11,microshot,10,9mm,0,-gitBranch.285,84.9462357,92.0,63.0,84.0,86.0,90.0,88.0,87.0,95.0,375.62904319523261,349.17134820847281,367.46412658691406,365.74778060913081,336.54034504137547,375.16864013671875,468.85911560058594,386.80105052274814,367.29690274325282,160,186,2.63743615,158
03/15/2021 22:18:28,microshot,10,9mm,0,-gitBranch.285,93.67816,100.0,95.0,95.0,81.0,100.0,96.0,90.0,94.0,368.4605387934933,320.2454674460671,367.69084960937511,353.88042284094769,381.38120960053942,370.97326369512655,362.40073445638023,419.91671346028642,388.97401885986329,164,174,2.72097588,163
03/15/2021 22:17:01,microshot,10,9mm,0,-gitBranch.285,90.05525,91.0,90.0,92.0,80.0,95.0,83.0,95.0,95.0,364.30642016341034,313.53842992367959,345.2530619303385,325.35655212402349,340.28550211588549,365.84072706434461,424.607120513916,417.98010980515249,410.70679995888156,164,181,2.72087646,163
03/15/2021 08:34:43,microshot,11,9mm,0,-gitBranch.285,95.07042,100.0,79.0,100.0,95.0,100.0,100.0,100.0,89.0,441.80382826063374,386.61572804170493,440.16406059265131,404.74437352230672,470.89088221958707,449.00297097598803,493.7593973795573,444.90028076171876,449.10847778320306,136,142,2.25360417,135
03/15/2021 01:03:12,microshot,10,9mm,0,-gitBranch.285,85.39326,96.0,71.0,81.0,81.0,86.0,95.0,90.0,89.0,393.0960917221874,329.33943523060191,381.47193174008953,343.91651675575656,374.39244320518088,444.23948579676016,415.827256266276,429.71585083007813,462.3504503038194,152,178,2.5372982,152
03/10/2021 07:59:09,microshot,11,9mm,0,-gitBranch.285,92.36111,90.0,90.0,100.0,89.0,94.0,100.0,94.0,84.0,449.02115533584924,410.20005035400391,430.76533813476573,392.578457103056,458.19635491622125,479.73428344726563,475.95461097130408,465.30530166625977,510.14006144205729,134,144,2.22017026,133
