createDate,taskName,mode,weaponName,map,version,accTotal,accB0,accB1,accB2,accB3,accB4,accB5,accB6,accB7,rtTotal,rtB0,rtB1,rtB2,rtB3,rtB4,rtB5,rtB6,rtB7,targetsTotal,shotsTotal,killsPerSec,killTotal
03/02/2021 06:16:58,snipershot,12,AR15,0,-gitBranch.285,67.91045,67.0,83.0,68.0,74.0,83.0,40.0,58.0,57.0,562.63028242003236,505.40040249294708,514.3264552525111,517.82222225791531,538.05341148376476,680.61919021606445,658.03375244140636,619.1905632019043,703.81528472900391,106,134,1.51910388,91
