createDate,taskName,mode,weaponName,map,version,accTotal,accB0,accB1,accB2,accB3,accB4,accB5,accB6,accB7,rtTotal,rtB0,rtB1,rtB2,rtB3,rtB4,rtB5,rtB6,rtB7,targetsTotal,shotsTotal,killsPerSec,killTotal
04/26/2021 01:19:10,microflex,11,9mm,0,-gitBranch.285,72.17391,80.0,79.0,64.0,71.0,71.0,79.0,60.0,73.0,405.68954945439873,390.57719251844617,375.86976740910455,361.72086079915363,378.17791366577148,426.94932972301137,401.22026634216303,425.56500342584428,416.598381405785,116,115,1.38554764,83
04/26/2021 01:17:58,microflex,11,9mm,0,-gitBranch.285,76.5217361,100.0,67.0,80.0,73.0,69.0,86.0,57.0,79.0,398.10743739915921,370.54459087665271,377.83151245117188,351.33276922052562,370.26756456163196,430.18752288818359,434.58926730685761,425.75227238581726,424.4925537109375,116,115,1.46901107,88
04/26/2021 01:16:48,microflex,11,9mm,0,-gitBranch.285,75.86207,71.0,79.0,73.0,62.0,80.0,64.0,86.0,93.0,395.03537557850706,339.08911052503083,365.20671709846056,397.69902692522328,368.78012084960938,430.26104093852797,415.02658420138891,438.6535758972168,437.28158187866205,116,116,1.46899676,88
03/24/2021 09:14:33,microflex,11,9mm,0,-gitBranch.285,75.6521759,86.0,93.0,79.0,67.0,57.0,79.0,73.0,71.0,419.41568762737762,389.27751813616072,348.71738978794644,347.70588853624133,438.033492238898,432.71585609172962,433.13028157552088,438.99987411499023,431.29225376674106,116,115,1.452323,87
03/24/2021 09:13:24,microflex,11,9mm,0,-gitBranch.285,74.13793,73.0,67.0,64.0,71.0,86.0,80.0,64.0,87.0,410.94092539911685,367.85341796875,430.21512603759766,374.4166320800781,386.26976691352,420.41253153483075,407.82045252182905,436.60085623604914,443.04799652099609,116,116,1.43556142,86
03/24/2021 09:12:14,microflex,11,9mm,0,-gitBranch.285,69.82758,69.0,64.0,92.0,73.0,64.0,71.0,73.0,53.0,418.36487718665086,378.85665554470484,402.71115244989807,392.97020212809241,392.39368983677457,444.746088931435,430.71009657118049,464.24523417154944,452.76754591200091,116,116,1.3521471,81
03/17/2021 08:13:25,microflex,11,9mm,0,-gitBranch.285,81.0344849,100.0,69.0,87.0,77.0,93.0,71.0,75.0,79.0,411.416270645805,375.41579996744792,359.80096871512279,399.14206764914775,381.911860148112,386.35492858886721,442.604736328125,419.00334228515629,442.44052915219913,116,116,1.56913376,94
03/17/2021 08:12:13,microflex,11,9mm,0,-gitBranch.285,81.89655,79.0,93.0,79.0,77.0,67.0,86.0,86.0,88.0,440.21649992569627,420.74544067382817,411.39817301432294,424.48279317220056,419.32278026234007,476.33572692871093,462.45103963216144,465.08869255913629,438.6690673828125,116,116,1.5858202,95
03/15/2021 22:22:54,microflex,11,9mm,0,-gitBranch.285,75.21368,67.0,50.0,77.0,86.0,81.0,79.0,86.0,76.0,405.7365402885103,378.74570465087896,402.64911068187035,401.53832626342779,371.94605763753265,436.87515976849721,397.95171247209822,416.68193155924479,423.79116530645462,116,117,1.46902478,88
03/15/2021 22:20:07,microflex,10,9mm,0,-gitBranch.285,88.69565,100.0,93.0,79.0,80.0,93.0,93.0,93.0,79.0,347.7018981933594,316.70508151584204,306.98247718811035,322.76264601487378,325.482167561849,355.71983591715497,360.0941223144531,377.36817842371329,397.748299734933,116,115,1.70271575,102
03/15/2021 08:39:34,microflex,11,9mm,0,-gitBranch.285,70.94017,60.0,75.0,100.0,75.0,64.0,64.0,57.0,71.0,402.38907351286514,335.23891872829859,367.94801584879554,367.69598197937012,373.12718820571905,468.03106180826819,459.695751953125,467.62156867980957,437.9944479806083,116,117,1.38554823,83
03/15/2021 08:37:38,microflex,11,9mm,0,-gitBranch.285,71.55172,73.0,71.0,79.0,86.0,71.0,60.0,93.0,44.0,409.54427012567925,398.05246110395956,368.26098887125659,402.26936721801758,353.47831726074224,428.916276550293,419.84873140775238,419.51360066731775,477.42367335728238,116,116,1.385487,83
03/15/2021 01:06:16,microflex,11,9mm,0,-gitBranch.285,68.3333359,79.0,57.0,80.0,47.0,73.0,67.0,62.0,86.0,396.75967539911676,369.1084098815918,501.4541015625,382.58796909877236,396.18814086914063,382.3483825683594,418.63614430147061,415.58624572753905,405.60161382501781,116,120,1.368806,82
03/11/2021 07:14:45,microflex,11,9mm,0,-gitBranch.285,68.9655151,56.0,62.0,64.0,64.0,57.0,86.0,93.0,71.0,423.86067584493907,431.99821888316762,442.63465118408203,407.91546783447257,414.5516139439174,427.95772238338691,448.3945530482701,428.23973761664496,417.3478156195747,116,116,1.33542383,80
03/11/2021 07:06:25,microflex,11,9mm,0,-gitBranch.285,67.82609,73.0,64.0,50.0,79.0,93.0,69.0,50.0,64.0,403.24574425738786,371.43181228637695,366.31743367513019,377.87764630998879,422.65835293856532,381.29895891462053,405.603011358352,454.16230846586683,397.094970703125,116,115,1.3020786,78
03/11/2021 07:05:14,microflex,11,9mm,0,-gitBranch.285,66.08695,64.0,71.0,57.0,100.0,57.0,57.0,50.0,67.0,394.51416227921203,362.97496032714844,382.24931504991321,363.85775756835932,327.29404195149743,424.76724679129467,396.36328541148788,446.13917846679686,419.31736319405695,116,115,1.26869631,76
03/10/2021 08:02:23,microflex,11,9mm,0,-gitBranch.285,69.5652161,73.0,57.0,67.0,67.0,71.0,79.0,71.0,71.0,404.79412961213478,401.10920037163629,465.25634765625,403.73320515950519,402.6419174194337,408.20943854836861,363.24938201904297,380.47688140869138,416.27483113606775,116,115,1.33547437,80
03/10/2021 08:00:34,microflex,11,9mm,0,-gitBranch.285,67.82609,64.0,50.0,79.0,57.0,60.0,79.0,71.0,81.0,415.88394218113103,364.82077026367188,388.450439453125,378.1774810791016,440.90033569335935,433.293514251709,456.41122436523438,397.15312364366321,419.90505770979252,116,115,1.302067,78
03/09/2021 10:25:33,microflex,11,9mm,0,-gitBranch.285,70.08547,79.0,79.0,64.0,69.0,79.0,64.0,60.0,69.0,394.37250021229636,385.266381305197,357.2148301866319,397.66618347167969,365.12017168317522,393.42736511230476,436.27829793294273,411.22384262084961,407.937983194987,116,117,1.36886251,82
03/09/2021 07:46:50,microflex,11,9mm,0,-gitBranch.285,68.90756,71.0,93.0,75.0,62.0,93.0,71.0,38.0,50.0,381.43428371263576,371.148681640625,336.48667144775391,392.12605895996091,391.59252357482904,371.659662882487,400.09748331705731,403.68302263532365,395.88256297392,116,119,1.36883128,82
03/09/2021 07:45:33,microflex,11,9mm,0,-gitBranch.285,69.4214859,60.0,80.0,67.0,60.0,75.0,87.0,69.0,57.0,392.09062181555714,368.23219045003253,331.35642433166504,399.46901448567706,416.17048746744797,378.68361409505212,396.10566965738929,413.24994075999547,433.58324432373041,116,121,1.402236,84
03/09/2021 07:42:35,microflex,11,9mm,0,-gitBranch.285,65.0,64.0,60.0,56.0,73.0,64.0,71.0,69.0,62.0,413.35534216839335,420.66421978290265,386.14016342163086,387.47758483886719,368.65567525227868,425.85872831798741,413.76253890991217,448.94352604792664,425.785433959961,116,120,1.3020668,78
