createDate,taskName,mode,weaponName,map,version,KPS,SPK,accTotal,timePerKill,killTotal,shotsTotal,missUp,missUpLeft,missUpRight,missLeft,missRight,missDown,missDownLeft,missDownRight
03/02/2021 02:40:33,circleshot,12,9mm,0,-gitBranch.285,0.584288359,4.48571444,68.15287,1659.0574602399554,35,157,0,1,3,29,23,0,0,0
03/02/2021 02:39:21,circleshot,12,9mm,0,-gitBranch.285,0.6009899,4.55555534,66.46342,1620.6822662353516,36,164,0,1,0,24,30,0,0,0
03/02/2021 02:38:11,circleshot,12,9mm,0,-gitBranch.285,0.634386361,4.368421,69.87952,1495.4037973504317,38,166,0,0,0,25,27,0,0,0
03/02/2021 02:36:59,circleshot,12,9mm,0,-gitBranch.285,0.6010059,4.47222233,67.08075,1632.0299886067705,36,161,0,0,1,27,23,0,0,0
03/02/2021 02:35:48,circleshot,12,9mm,0,-gitBranch.285,0.550898135,4.5757575,66.88741,1776.3826682350855,33,151,0,0,0,20,28,0,0,0
03/02/2021 02:34:34,circleshot,12,9mm,0,-gitBranch.285,0.6009913,5.52777767,55.2763824,1605.0731964111326,36,199,0,3,4,49,37,0,1,0
